Percentile,Frame (ms), GT (ms), RT (ms), GPU (ms),Context,,,,,,,,
3.71,20.04,12.43,5.14,11.41,0,39976968,33,17,237,not valid frame,1,14878,402
3.73,16.48,19.86,5.23,19.93,0,39976968,33,17,237,not valid frame,1,14878,402
3.75,11.68,15.74,5.02,16.9,0,39976968,33,17,237,not valid frame,1,14878,402
3.76,11.61,11.58,4.84,11.31,0,39976968,33,0,237,not valid frame,1,14878,402
3.77,15.18,11.68,4.89,11.63,0,39976968,32,16,237,not valid frame,1,14878,400
3.78,18.01,15.94,4.95,15.19,0,39976968,34,17,237,not valid frame,1,14942,404
3.8,11.15,17.11,4.97,18.02,0,39976968,34,0,237,not valid frame,1,14942,404
3.81,11.49,11.13,4.73,11.23,0,39976968,34,17,237,not valid frame,1,14942,403
3.82,11.43,11.44,4.87,11.4,0,39976968,34,0,237,not valid frame,1,14942,403
3.84,12.2,11.59,5.04,11.42,0,39976968,34,17,237,not valid frame,1,14942,403
3.85,19.11,12.87,4.9,12.17,0,39976968,34,17,237,not valid frame,1,14942,403
3.87,19.44,19.39,4.84,19.16,0,39976968,34,0,237,not valid frame,1,14942,403
3.89,12.55,19.36,4.99,19.48,0,39976968,34,0,237,not valid frame,1,14942,403
3.9,18.77,11.9,4.89,12.53,0,39976968,34,17,237,not valid frame,1,14942,403
3.92,12.46,19.01,4.88,18.69,0,39976968,34,0,237,not valid frame,1,14942,403
3.93,11.72,11.93,4.99,12.54,0,39976968,34,0,237,not valid frame,1,14942,403
3.94,11.44,11.85,4.86,11.68,0,39976968,34,17,237,not valid frame,1,14942,403
3.95,11.54,11.32,4.87,11.47,0,39976968,34,0,237,not valid frame,1,14942,403
3.97,11.52,11.59,4.76,11.46,0,39976968,34,0,237,not valid frame,1,14942,403
3.98,11.86,11.51,4.89,11.58,0,39976968,34,0,237,not valid frame,1,14942,403
3.99,11.76,11.82,4.94,11.87,0,39976968,34,0,237,not valid frame,1,14942,404
4,16.22,11.9,4.69,11.72,0,39976968,34,0,237,not valid frame,1,14942,404
4.02,11.94,16.32,4.76,16.28,0,39976968,33,16,237,not valid frame,1,14942,400
4.03,11.75,11.8,4.9,12.35,0,39976968,33,16,237,not valid frame,1,14942,400
4.04,11.45,11.77,4.79,11.31,0,39976968,33,0,237,not valid frame,1,14942,400
4.05,11.6,11.38,4.81,11.46,0,39976968,33,16,237,not valid frame,1,14942,400
4.06,11.46,11.62,4.81,11.53,0,39976968,33,0,237,not valid frame,1,14942,401
4.07,11.78,11.35,4.79,11.48,0,39976968,34,0,237,not valid frame,1,14942,403
4.09,17.05,12.51,4.84,11.8,0,39976968,34,0,237,not valid frame,1,14942,403
4.1,11.51,16.48,4.8,17.02,0,39976968,34,0,237,not valid frame,1,14942,403
4.12,11.87,11.37,5.1,11.4,0,39976968,37,0,237,not valid frame,1,15342,407
